Distance from Center (cmd=annotatePeaks.pl tss hg19 -size 6000 -hist 25 -d H4K12ac-E2-ChIP-Seq/ H4K12ac-None-ChIP-Seq/)	H4K12ac-E2-ChIP-Seq/ Coverage	H4K12ac-E2-ChIP-Seq/ + Tags	H4K12ac-E2-ChIP-Seq/ - Tags	H4K12ac-None-ChIP-Seq/ Coverage	H4K12ac-None-ChIP-Seq/ + Tags	H4K12ac-None-ChIP-Seq/ - Tags
-3000	0.551870100783899	0.00235760038393834	0.00243587266037409	0.502607582786723	0.00213769316909206	0.0021858390657486
-2975	0.552623046979175	0.00240799872020449	0.00242285074388074	0.501919692849113	0.0021066709326499	0.00226124460086295
-2950	0.551047832346849	0.00235042073268253	0.00245515917453179	0.500472457740064	0.00213945928651327	0.00224550311949997
-2925	0.549680584439847	0.00234345224764014	0.00246212765957419	0.501348050978479	0.00219858582626688	0.00222246680531026
-2900	0.551075561243559	0.00248922732362794	0.00231529675251938	0.501818375726519	0.00220442169252829	0.00214529515277469
-2875	0.553061376846396	0.00240680211166185	0.00237407134858399	0.502631045699324	0.00224872820348648	0.00222538473844095
-2850	0.552609182530819	0.00243721004639234	0.00237857622780333	0.502061536820744	0.00223905295152683	0.00222692049272022
-2825	0.553791926625098	0.00242735562310006	0.00231649336106199	0.501439769636827	0.00225725163973667	0.00219789473684118
-2800	0.555064256385669	0.00239962246040609	0.00238357382818724	0.50082973390921	0.00215174532074777	0.00219036954087254
-2775	0.553911374180156	0.00235710766277372	0.00241560070388711	0.500727350290589	0.00216787074068057	0.0021703279475275
-2750	0.552528128832745	0.00236794752839519	0.00245973444248892	0.500650562576623	0.00214460406334897	0.00228689169732748
-2725	0.548751666400067	0.0023235322348422	0.00247866901295765	0.498644483549267	0.00214637018077017	0.00224642457206756
-2700	0.545942515864153	0.00235950087985896	0.00238645976643711	0.496625606569584	0.00215696688529745	0.00222415613501746
-2675	0.544487815282912	0.00237308590625475	0.00236027515597478	0.4948957500133	0.00217608702607492	0.00219743401055737
-2650	0.543591958619978	0.00236428731402952	0.00244101103823361	0.495918519703483	0.00223244920812576	0.00218453367461117
-2625	0.545183170692713	0.00247993601023808	0.00237371940489495	0.497833946568518	0.00229556870900561	0.0021727851543744
-2600	0.551038233882603	0.00250682450807844	0.00227883538633796	0.503499173465547	0.00237281714925513	0.00211227643576939
-2575	0.558195488721829	0.0025277299632056	0.00230938409854397	0.510990241561318	0.00241374500079886	0.00213385378339376
-2550	0.567412147389775	0.00258544872820322	0.00234429691249375	0.519553138164529	0.00244131179011259	0.00218798912173961
-2525	0.578343731669624	0.00273833306670906	0.00235675571908468	0.52698874846688	0.00245590145576607	0.00217293872980232
-2500	0.588840185570333	0.0028022460406332	0.0023060758278673	0.534485149042788	0.00247386978083407	0.00213746280595017
-2475	0.599536074228147	0.00270018237082038	0.00245896016637312	0.542784621127254	0.00247164293712904	0.00225164613661725
-2450	0.60828774062819	0.00270820668692983	0.00251611582146832	0.550623366927926	0.00250773316269293	0.00230140457526702
-2425	0.616251266464056	0.00281505679091315	0.00262374020156746	0.555941982616082	0.00252938729803125	0.00235077907534701
-2400	0.621680797739052	0.0027258742601181	0.00264246360582279	0.560020263424486	0.00254251799711939	0.00238809790433434
-2375	0.625301551751743	0.00276057590785445	0.00267484242521168	0.562244974137438	0.00252001919692741	0.00244983522636279
-2350	0.628760198368285	0.0028245592705164	0.00261529355303123	0.564164666986583	0.00254052151655624	0.00244922092465106
-2325	0.631045699354793	0.00286573668213056	0.00263465045592676	0.567049538740435	0.00256762757958616	0.00241389857622682
-2300	0.636055031195032	0.00292570788673784	0.00272158054711215	0.570895323414887	0.00261454487281927	0.00239093904975104
-2275	0.641449368101127	0.00286454007358795	0.00277915853463416	0.576548818855617	0.00262844344904705	0.00250573668212982
-2250	0.647144456886921	0.00293478803391426	0.0027325611902093	0.582059403828687	0.00265086546152505	0.00246964645656592
-2225	0.656841038767154	0.00296815229563241	0.00273643257078839	0.588914840292187	0.00269409694448773	0.00244277075667791
-2200	0.669452354290003	0.00310104623260249	0.00263859222524368	0.597928864714946	0.00279937290033473	0.00242956326987584
-2175	0.68215965445531	0.00317903695408706	0.00270137897936301	0.607652108995861	0.00289075027995398	0.00248369860822166
-2150	0.69347411080896	0.00326223644216898	0.00276712206047004	0.61542046605873	0.00288629659254395	0.00252186210206265
-2125	0.700375406601633	0.00318438649816006	0.00278007358822559	0.62166693329064	0.00283692209246401	0.00253629819228818
-2100	0.706279528608778	0.00303312110062363	0.00293697008478615	0.626352050338579	0.0027835546312578	0.00261393057110753
-2075	0.710866528022206	0.00310942249240092	0.00310491761318159	0.629140937449975	0.00268534314509563	0.00278071348584108
-2050	0.706407508132055	0.00288650135978218	0.00315221884498453	0.627514531008339	0.00265593345064677	0.00278240281554836
-2025	0.700017063936459	0.00296660374340071	0.00323921932490776	0.624065482856043	0.0026293649016146	0.00281150535914138
-2000	0.691122487068758	0.00289727083666585	0.00304128619420864	0.619666186743421	0.00267904655255039	0.00279837466005325
-1975	0.682654508611978	0.00288396736522128	0.00293471764517646	0.614138537833913	0.00260625179971093	0.00265923532234731
-1950	0.676637338025938	0.00283603263477814	0.002989268916973	0.60911107556121	0.00257499920012685	0.00271959046552438
-1925	0.67056044366237	0.00283448408254646	0.00300306510958217	0.603804191329354	0.00255303791393265	0.00269640057590673
-1900	0.665605503119523	0.00288678291473332	0.00298342665173544	0.600848930837699	0.00257423132298717	0.00273517837145938
-1875	0.66273662880608	0.00287763237881905	0.00287376099824	0.598897243107736	0.00263604543272959	0.00268488241881181
-1850	0.665214099077503	0.0029182466805308	0.00283223164293685	0.599510478323435	0.00273226043832861	0.00261308590625385
-1825	0.666898096304614	0.00294224924012125	0.00281949128139467	0.600708153362095	0.00268964325707768	0.00256010238361748
-1800	0.668114968271766	0.0029147976323785	0.00287981442969097	0.60255639097741	0.00271429211326067	0.00265601023836067
-1775	0.670718285074411	0.00304001919692816	0.00285665653495408	0.602130859062516	0.00267705007198729	0.00263689009758325
-1750	0.67287687303367	0.00303488081906863	0.00288122220444699	0.60260758278672	0.00273702127659452	0.00264595104783116
-1725	0.674658987895293	0.00301080787074036	0.00292310350343911	0.603219751506392	0.00269962565989318	0.00265493521036515
-1700	0.674265450861218	0.00289086546152582	0.00294612062070036	0.60356849570732	0.00261953607422694	0.00269739881618824
-1675	0.671157681437659	0.00279781155015165	0.00301341225403905	0.602223644216892	0.00257177411614022	0.00265485842265119
-1650	0.670167973124323	0.00292289233722572	0.00292106223004287	0.602335626299759	0.00263604543272955	0.00266353543432932
-1625	0.673377059670475	0.0030120748680208	0.00288094064949577	0.603391457366788	0.00268273236282072	0.00262997920332627
-1600	0.679119074281471	0.00307570628699374	0.0028610206366978	0.60723724204124	0.00282471284594331	0.00258605663093789
-1575	0.685749480083209	0.00318501999680017	0.00285046232602749	0.611965018930271	0.00281810910254229	0.00253000159974289
-1550	0.694767770490077	0.00326399616061401	0.00280104943209055	0.619918946301891	0.0029334442489188	0.00254159654455169
-1525	0.703795659361191	0.00322633818588995	0.00283335786274163	0.626715725483889	0.00291171332586648	0.00261208766597227
-1500	0.715077054337995	0.00328419772836311	0.00289586306190979	0.635183703940669	0.00297421852503452	0.0026311310190358
-1475	0.725831600277311	0.00325477523596188	0.00304015997440376	0.642253506105656	0.00291962246040491	0.00273041753319346
-1450	0.733994560870282	0.00331763237881903	0.00313504399296081	0.649107876073127	0.00294672852343479	0.00273786594144812
-1425	0.739955207166875	0.0033555719084943	0.00309450007998688	0.654793366394676	0.00295571268596879	0.00277764197728235
-1400	0.746572815016286	0.00331523916173378	0.0031704495280752	0.658682877406247	0.00289305391137278	0.00283185410334214
-1375	0.75216125419935	0.00332164453687378	0.00315067029275284	0.662290833466611	0.00294549992001133	0.00287562310030259
-1350	0.75814642990457	0.00343813789793592	0.00316460726283761	0.664691516024068	0.00302274836026085	0.00284844024955868
-1325	0.765129845891345	0.00350908974564037	0.0031458838585823	0.66909081213669	0.00307626939689499	0.00285043673012182
-1300	0.771493627686258	0.00346580067189216	0.00317375779875188	0.674403028848683	0.00311712046072472	0.00279906574947874
-1275	0.781864235055745	0.00355209726443735	0.0032563237881936	0.682734495813968	0.00319513677811388	0.00286671572548253
