	chr6_dbb_hap3	333623	1	1.0	50
	chr6_dbb_hap3	1178143	0	10.0	50
	chr6_dbb_hap3	1181695	0	1.0	50
	chr6_dbb_hap3	1185823	0	3.0	50
	chr6_dbb_hap3	1187693	0	6.0	50
	chr6_dbb_hap3	1188590	1	6.0	50
	chr6_dbb_hap3	1189922	0	5.0	50
	chr6_dbb_hap3	1189993	1	1.0	50
	chr6_dbb_hap3	1190764	0	3.0	50
	chr6_dbb_hap3	1190909	1	2.0	50
	chr6_dbb_hap3	1193106	1	4.0	50
	chr6_dbb_hap3	1195896	0	3.0	50
	chr6_dbb_hap3	1196102	0	1.0	50
	chr6_dbb_hap3	1196217	1	2.0	50
	chr6_dbb_hap3	1196398	0	8.0	50
	chr6_dbb_hap3	1199179	0	2.0	50
	chr6_dbb_hap3	1199214	0	2.0	50
	chr6_dbb_hap3	1199437	0	5.0	50
	chr6_dbb_hap3	1200452	0	10.0	50
	chr6_dbb_hap3	1200584	1	10.0	50
	chr6_dbb_hap3	1200851	1	8.0	50
	chr6_dbb_hap3	1200968	0	1.0	50
	chr6_dbb_hap3	1201318	0	3.0	50
	chr6_dbb_hap3	1201437	0	2.0	50
	chr6_dbb_hap3	1201719	1	5.0	50
	chr6_dbb_hap3	1202186	1	2.0	50
	chr6_dbb_hap3	2093429	0	2.0	50
	chr6_dbb_hap3	2367525	1	7.0	50
	chr6_dbb_hap3	2367530	1	1.0	50
	chr6_dbb_hap3	2747229	1	8.0	50
	chr6_dbb_hap3	2749605	1	2.0	50
	chr6_dbb_hap3	2841740	1	1.0	50
	chr6_dbb_hap3	2859608	1	1.0	50
	chr6_dbb_hap3	2862985	0	2.0	50
	chr6_dbb_hap3	2863036	1	3.0	50
	chr6_dbb_hap3	2863038	1	2.0	50
	chr6_dbb_hap3	3224007	0	7.0	50
	chr6_dbb_hap3	3243267	1	7.0	50
	chr6_dbb_hap3	3243293	1	1.0	50
	chr6_dbb_hap3	3243303	1	5.0	50
	chr6_dbb_hap3	3260242	0	1.0	50
	chr6_dbb_hap3	3262735	0	4.0	50
	chr6_dbb_hap3	3286107	1	1.0	50
	chr6_dbb_hap3	3289781	1	1.0	50
	chr6_dbb_hap3	3328672	1	1.0	50
	chr6_dbb_hap3	3342320	1	1.0	50
	chr6_dbb_hap3	3345454	1	2.0	50
	chr6_dbb_hap3	3377160	1	2.0	50
	chr6_dbb_hap3	3381894	1	5.0	50
	chr6_dbb_hap3	3694195	1	1.0	50
	chr6_dbb_hap3	3697171	1	1.0	50
	chr6_dbb_hap3	3898353	1	1.0	50
	chr6_dbb_hap3	3976468	1	5.0	50
	chr6_dbb_hap3	3994764	0	1.0	50
