chr1	6477342	6478000
chr1	7441567	7442555
chr1	9944425	9945122
chr1	10686674	10687593
chr1	15301187	15302374
chr1	16680182	16680956
chr1	17309042	17309486
chr1	21339050	21340876
chr1	21710558	21711344
chr1	22544309	22545446
chr1	24704207	24705070
chr1	30444508	30445289
chr1	30487502	30487947
chr1	31976584	31978020
chr1	37746997	37748201
chr1	41924218	41925294
chr1	42000350	42003487
chr1	43126973	43127542
chr1	43965498	43966260
chr1	44954245	44954891
chr1	51756339	51756771
chr1	56988591	56989434
chr1	61393439	61394370
chr1	65056590	65057182
chr1	65160568	65161564
chr1	71625993	71626963
chr1	71638864	71640124
chr1	77121538	77122185
chr1	88470989	88472045
chr1	94600503	94601094
chr1	95036278	95039660
chr1	96237094	96238492
chr1	100663341	100663933
chr1	107669194	107671564
chr1	108010513	108011899
chr1	108453643	108454757
chr1	109350898	109351872
chr1	109494705	109495466
chr1	111767517	111768925
chr1	113642731	113644115
chr1	114159558	114160626
chr1	114230868	114231723
chr1	114288297	114289032
chr1	114896089	114897136
chr1	116069920	116070603
chr1	116920018	116920949
chr1	121096152	121097471
chr1	142481721	142482420
chr1	143215462	143216605
chr1	143542646	143543760
chr1	143726496	143727932
chr1	144963483	144965388
chr1	147767358	147768000
chr1	147792644	147793970
chr1	149528135	149529527
chr1	153399070	153400035
chr1	158860814	158861612
chr1	161449075	161449740
chr1	162508595	162512425
chr1	166229644	166233011
chr1	167292428	167293966
chr1	174002112	174002643
chr1	174149208	174150139
chr1	174272480	174273217
chr1	176781227	176782036
chr1	181248272	181249117
chr1	181326900	181328818
chr1	182758821	182760162
chr1	182853373	182854320
chr1	185132001	185134134
chr1	185535312	185536285
chr1	185594033	185594682
chr1	186420158	186421030
chr1	186500344	186501185
chr1	186984823	186988282
chr1	187850756	187851299
chr1	188705217	188706120
chr1	188749805	188750468
chr1	190620467	190621417
chr1	194009992	194011739
chr1	196717507	196718052
chr1	197037656	197038821
chr1	198807742	198809726
chr1	198970026	198970821
chr1	199035984	199036485
chr1	199789725	199791456
chr1	201081199	201082351
chr1	201464243	201464687
chr1	203250271	203252805
chr1	203456894	203457479
chr1	203464173	203466247
chr1	210889214	210889807
chr1	211986017	211987863
chr1	212043825	212046455
chr1	212106687	212107834
chr1	217210877	217214218
chr1	219757490	219758871
chr1	221227422	221228632
chr1	226942641	226943450
chr1	231318616	231319571
chr1	238290224	238290981
chr2	9897039	9897815
chr2	11212862	11213531
chr2	11588916	11590381
chr2	11621488	11625196
chr2	11629680	11631034
chr2	14269433	14270155
chr2	16885228	16885780
chr2	16920570	16921521
chr2	18347503	18350562
chr2	20193070	20194358
chr2	20235027	20235919
chr2	20496036	20496864
chr2	20502629	20503190
chr2	21204774	21205442
chr2	26892488	26892918
chr2	26906845	26907624
chr2	28342137	28343235
chr2	28495484	28495864
chr2	33206560	33207209
chr2	35303574	35304463
chr2	35433815	35434695
chr2	38214331	38215394
chr2	38653552	38654019
chr2	38829522	38830201
chr2	41595888	41596338
chr2	41848127	41849192
chr2	42147245	42150381
chr2	42481101	42484534
chr2	42504717	42505616
chr2	42927506	42928440
chr2	45891096	45893661
chr2	46273141	46274017
chr2	46412254	46412605
chr2	55302409	55304318
chr2	63751422	63753141
chr2	64412360	64413246
chr2	65045658	65046366
chr2	65438822	65440262
chr2	67890704	67891128
chr2	67987393	67989150
chr2	70136031	70137214
chr2	70754727	70756229
chr2	72713642	72714740
chr2	73888963	73890334
chr2	75036485	75037051
chr2	76516603	76517337
chr2	86402823	86403289
chr2	91694979	91699311
chr2	96417098	96418471
chr2	99649040	99650087
chr2	99684761	99685168
chr2	99711539	99712237
chr2	110186177	110186838
chr2	112406453	112407217
chr2	117943902	117945384
chr2	120877380	120878524
chr2	132859080	132860550
chr2	134095937	134096761
chr2	135414773	135416013
chr2	135502409	135503254
chr2	136918488	136919272
chr2	139026826	139027650
chr2	139835882	139837268
chr2	140364296	140365675
chr2	142045158	142048857
chr2	142093310	142093773
chr2	142308803	142309352
chr2	142426269	142426829
chr2	150104646	150105489
chr2	159781131	159782346
chr2	162553958	162554716
chr2	163171323	163171669
chr2	164455176	164456406
chr2	164521822	164522703
chr2	169113179	169114403
chr2	170530744	170532971
chr2	170919407	170921381
chr2	170988842	170989709
chr2	172963843	172965878
chr2	174456930	174457492
chr2	174573331	174574085
chr2	177535456	177536390
chr2	180336197	180338174
chr2	182710040	182711422
chr2	182768816	182769941
chr2	185671327	185672434
chr2	185877299	185878448
chr2	185919324	185920109
chr2	189540723	189541429
chr2	190231285	190232737
chr2	191476561	191477158
chr2	193569001	193569614
chr2	197300084	197300913
chr2	200874883	200877344
chr2	200990422	200991586
chr2	212112935	212114048
chr2	215068250	215069697
chr2	215906987	215907483
chr2	216672746	216673209
chr2	216828919	216829948
chr2	217782939	217783229
chr2	218056074	218058599
chr2	219012540	219013071
chr2	226305728	226306869
chr2	226336790	226337351
