	chr4_gl000193_random	65	1	1.0	50
	chr4_gl000193_random	220	1	1.0	50
	chr4_gl000193_random	496	0	2.0	50
	chr4_gl000193_random	567	1	1.0	50
	chr4_gl000193_random	615	0	1.0	50
	chr4_gl000193_random	729	1	1.0	50
	chr4_gl000193_random	774	1	1.0	50
	chr4_gl000193_random	821	0	1.0	50
	chr4_gl000193_random	1014	1	2.0	50
	chr4_gl000193_random	1281	1	2.0	50
	chr4_gl000193_random	1729	0	2.0	50
	chr4_gl000193_random	1739	1	1.0	50
	chr4_gl000193_random	1844	0	1.0	50
	chr4_gl000193_random	2652	0	2.0	50
	chr4_gl000193_random	2680	0	1.0	50
	chr4_gl000193_random	2846	0	1.0	50
	chr4_gl000193_random	2980	1	3.0	50
	chr4_gl000193_random	3842	0	1.0	50
	chr4_gl000193_random	3926	1	1.0	50
	chr4_gl000193_random	4382	0	1.0	50
	chr4_gl000193_random	4608	1	1.0	50
	chr4_gl000193_random	4735	1	1.0	50
	chr4_gl000193_random	5025	1	1.0	50
	chr4_gl000193_random	5100	0	1.0	50
	chr4_gl000193_random	5430	0	1.0	50
	chr4_gl000193_random	5463	0	1.0	50
	chr4_gl000193_random	5694	1	2.0	50
	chr4_gl000193_random	5732	0	2.0	50
	chr4_gl000193_random	5747	1	2.0	50
	chr4_gl000193_random	5753	0	1.0	50
	chr4_gl000193_random	5841	1	1.0	50
	chr4_gl000193_random	5945	1	2.0	50
	chr4_gl000193_random	6122	0	1.0	50
	chr4_gl000193_random	6598	0	1.0	50
	chr4_gl000193_random	6986	1	2.0	50
	chr4_gl000193_random	7318	1	1.0	50
	chr4_gl000193_random	7327	0	1.0	50
	chr4_gl000193_random	7724	1	1.0	50
	chr4_gl000193_random	7755	0	3.0	50
	chr4_gl000193_random	8059	1	1.0	50
	chr4_gl000193_random	8128	1	1.0	50
	chr4_gl000193_random	8312	1	1.0	50
	chr4_gl000193_random	9111	1	2.0	50
	chr4_gl000193_random	9246	1	1.0	50
	chr4_gl000193_random	9388	0	1.0	50
	chr4_gl000193_random	9505	0	1.0	50
	chr4_gl000193_random	9862	1	2.0	50
	chr4_gl000193_random	9919	1	2.0	50
	chr4_gl000193_random	9994	0	1.0	50
	chr4_gl000193_random	10257	1	1.0	50
	chr4_gl000193_random	10375	0	2.0	50
	chr4_gl000193_random	10393	0	3.0	50
	chr4_gl000193_random	10421	0	5.0	50
	chr4_gl000193_random	10652	1	2.0	50
	chr4_gl000193_random	10734	0	1.0	48
	chr4_gl000193_random	10741	0	1.0	50
	chr4_gl000193_random	10755	0	1.0	48
	chr4_gl000193_random	11182	0	1.0	50
	chr4_gl000193_random	11547	1	1.0	50
