	chr4_ctg9_hap1	181654	0	1.0	50
	chr4_ctg9_hap1	185070	0	1.0	50
	chr4_ctg9_hap1	196365	1	1.0	50
	chr4_ctg9_hap1	205378	1	2.0	50
	chr4_ctg9_hap1	213327	1	1.0	50
	chr4_ctg9_hap1	220739	1	2.0	50
	chr4_ctg9_hap1	225253	1	1.0	50
	chr4_ctg9_hap1	227505	0	3.0	50
	chr4_ctg9_hap1	239152	0	1.0	50
	chr4_ctg9_hap1	240665	0	1.0	30
	chr4_ctg9_hap1	242686	0	2.0	50
	chr4_ctg9_hap1	270840	0	1.0	50
	chr4_ctg9_hap1	271110	0	1.0	50
	chr4_ctg9_hap1	282543	1	1.0	50
	chr4_ctg9_hap1	282570	1	1.0	50
	chr4_ctg9_hap1	282577	1	1.0	50
	chr4_ctg9_hap1	285171	1	1.0	50
	chr4_ctg9_hap1	318760	1	1.0	50
	chr4_ctg9_hap1	321360	0	1.0	50
	chr4_ctg9_hap1	323434	1	1.0	50
	chr4_ctg9_hap1	326173	1	3.0	50
	chr4_ctg9_hap1	328343	0	1.0	50
	chr4_ctg9_hap1	328602	1	1.0	50
	chr4_ctg9_hap1	330717	1	1.0	50
	chr4_ctg9_hap1	333663	0	1.0	50
	chr4_ctg9_hap1	334737	0	1.0	50
	chr4_ctg9_hap1	336557	0	1.0	50
	chr4_ctg9_hap1	337940	0	1.0	50
	chr4_ctg9_hap1	339481	0	2.0	50
	chr4_ctg9_hap1	352975	1	1.0	50
